Row_ID,Y1,Var0,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8
59,S,0.414,0.123552312,0.22081287,0.381472862,0.546526087,0.598716128,-0.83436116,-0.677418857,-0.770966398
60,L,0.586,-0.398456206,-0.169652937,0.381472862,0.443932211,0.52834542,-0.189301198,-0.355609196,-0.920458714
61,A,0.276,1.428573607,1.392210291,0.963022342,1.57246496,-0.316103081,-0.189301198,-1.321038178,-1.892158766
62,R,0.724,-0.920464724,-0.560118744,-1.363175576,-0.479412737,1.583906046,1.100818727,0.609819786,0.574464447
63,L,0.103,3.255603421,4.515936748,3.870769739,2.188028291,-1.864258665,-2.55452106,-3.171443727,-2.41538187
64,Z,0.724,-0.137451947,0.611278677,0.963022342,0.751713906,0.457974712,-0.83436116,-0.516514026,-0.995204868
65,D,0.276,0.123552312,0.22081287,0.963022342,0.341338376,-0.104990955,-0.189301198,-0.757871272,-1.518427972
66,A,0.034,-0.920464724,-0.950584551,-0.200076617,-0.582006583,1.513535337,0.670778752,0.931629447,0.499718293
67,A,0.414,0.123552312,0.22081287,0.963022342,0.546526167,0.387604003,-0.081791204,-1.079680933,-1.817412602
68,K,0.276,-0.137451947,-0.169652937,0.963022342,0.03355675,0.457974712,0.02571879,-0.114251951,-0.770966389
69,R,0.103,0.384556571,0.611278677,2.126121301,0.443932301,-0.456844497,-0.83436116,-1.160133348,-1.368935652
70,Q,0.034,0.384556571,-0.560118744,1.544571821,0.443932311,-1.090180873,-0.081791204,-1.160133348,-1.294189493
71,A,0.828,-0.137451947,0.22081287,-0.200076617,-0.376818762,0.52834542,-0.83436116,0.04665288,-0.247743281
72,R,0.103,1.689577866,2.563607712,0.963022342,1.059495643,-0.738327331,-1.479421122,-0.999228518,-0.99520486
73,O,0.103,1.428573607,2.954073519,0.963022342,1.469871194,-1.019810164,-1.801951104,-2.206014745,-1.518427964
74,W,0.241,1.167569348,1.001744484,1.544571821,0.854307892,-0.597585914,-1.156891141,-0.677418857,-0.995204858
75,D,0.517,-0.398456206,0.22081287,-0.781626097,-0.069037066,0.95056967,0.348248771,-0.114251951,-0.546727909
76,H,0.724,0.123552312,-0.169652937,-0.200076617,0.649120142,1.091311087,-0.511831179,0.368462541,0.125987513
77,L,0.724,-0.137451947,-0.560118744,-1.363175576,-0.069037046,1.020940379,0.02571879,0.127105295,-0.098250959
78,U,0.276,1.167569348,-1.341050359,-1.363175576,0.854307932,0.317233295,-0.726851166,-0.033799535,-2.340635697
79,Q,0.724,0.123552312,-0.560118744,-0.200076617,-0.274224797,1.443164629,0.02571879,0.609819786,0.125987516
80,K,0.621,-0.137451947,-0.560118744,0.381472862,0.136150755,1.161681796,0.02571879,-0.033799535,-1.219443326
81,O,0.966,0.123552312,1.001744484,0.381472862,0.649120192,0.317233295,-1.049381148,-0.516514026,-1.219443325
82,C,0.276,0.123552312,1.001744484,-0.200076617,0.03355689,0.598716128,-0.296811191,-0.275156781,-0.696220217
83,K,0.586,-0.398456206,-0.950584551,-0.781626097,-0.479412527,1.161681796,0.348248771,0.851177032,0.275479836
84,A,0.621,-0.659460465,-0.560118744,-0.781626097,0.136150795,0.809828254,0.133228783,0.04665288,-0.397235584
85,A,0.621,-0.659460465,-0.169652937,-0.200076617,0.23874469,0.739457545,1.208328721,0.288010125,-0.172997109
86,Q,0.793,0.384556571,1.001744484,0.381472862,0.956901897,0.035750461,0.240738777,-0.838323687,-1.069951004
87,A,0.483,-0.398456206,-0.560118744,-0.781626097,-0.376818602,0.95056967,0.240738777,0.529367371,-0.172997107
88,V,0.345,-0.137451947,-0.169652937,0.381472862,0.03355695,0.739457545,0.778288746,-0.114251951,-0.845712528
89,G,0.828,0.64556083,-0.169652937,1.544571821,1.162089698,0.52834542,-0.296811191,-0.918776102,-1.144697159
90,J,0.241,-0.137451947,-0.560118744,-0.200076617,0.751714166,0.669086837,-0.081791204,-0.355609196,-0.471981736
91,H,0.414,0.384556571,0.611278677,1.544571821,1.367277489,0.246862586,-0.081791204,-1.642847839,-1.966904893
92,",",0.414,0.123552312,-0.169652937,1.544571821,1.367277499,0.387604003,-0.296811191,-0.677418857,-1.219443314
93,L,0.276,-0.137451947,0.22081287,0.381472862,0.649120312,0.880198962,0.240738777,-0.436061611,-0.995204839
94,G,0.034,-0.398456206,0.22081287,-0.200076617,0.649120322,0.457974712,-0.081791204,-0.757871272,-0.845712522
95,U,0.897,0.64556083,0.22081287,-0.200076617,0.956901987,0.52834542,-0.511831179,-0.516514026,-0.770966362
96,O,0.276,0.123552312,-0.169652937,-0.200076617,0.2387448,1.443164629,0.993308733,0.368462541,-0.322489414
97,O,0.034,-0.398456206,-0.560118744,-0.200076617,-0.069036846,1.020940379,1.208328721,-0.275156781,-1.144697151
98,L,0.966,0.384556571,0.611278677,-0.781626097,0.341338706,0.880198962,1.208328721,0.04665288,-1.518427939
99,U,0.862,-0.398456206,0.22081287,-0.200076617,0.751714256,0.739457545,-0.189301198,-0.436061611,2.368372275
100,J,0.034,-0.659460465,-0.169652937,-0.200076617,-0.069036816,0.809828254,0.02571879,0.288010125,2.368372276
101,W,0.379,-0.137451947,0.611278677,0.963022342,0.956902047,0.176491878,-0.404321185,-1.160133348,-0.397235567
102,R,0.414,-0.398456206,-0.169652937,-0.200076617,0.443932631,0.739457545,0.563268758,0.127105295,0.051241381
103,U,0.138,-0.398456206,-0.169652937,0.381472862,0.23874487,0.880198962,0.348248771,0.127105295,-0.920458671
104,V,0.621,-0.920464724,-0.560118744,-0.200076617,-0.376818432,1.232052504,0.88579874,0.368462541,2.36837228
105,A,0.724,-0.920464724,-0.169652937,-0.781626097,0.23874489,0.809828254,1.208328721,0.04665288,0.649210649
106,H,0.345,-0.659460465,-0.560118744,-0.200076617,-0.582006183,1.443164629,0.778288746,0.609819786,0.200733701
107,",",0.103,-0.659460465,0.22081287,-0.200076617,0.23874491,0.598716128,0.670778752,0.127105295,2.368372283
108,U,0.759,-1.181468983,-0.950584551,-1.363175576,-0.889787818,1.372793921,1.315838714,0.931629447,-0.770966349
109,R,0.552,-0.659460465,-0.560118744,-0.781626097,-0.479412267,1.020940379,1.423348708,0.770724616,0.574464494
110,P,0.138,-0.659460465,-0.560118744,-0.781626097,-0.171630601,1.232052504,0.778288746,0.690272201,-0.247743242
111,Q,0.586,-0.398456206,-0.169652937,-0.200076617,0.341338836,0.669086837,0.778288746,0.127105295,0.42497218
112,K,0.655,2.733594902,0.611278677,2.70767078,0.443932731,0.95056967,-0.189301198,-1.321038178,0.125987549
113,A,0.103,-0.398456206,-0.950584551,0.381472862,-0.376818342,0.880198962,0.993308733,0.448914956,0.948195288
114,O,0.034,-0.659460465,-0.950584551,-0.781626097,-0.582006103,0.52834542,0.348248771,0.529367371,-2.415381819
115,V,0.207,0.64556083,1.392210291,2.126121301,1.675059385,-0.034620247,-0.081791204,-1.401490593,-0.322489395
116,H,0.138,-0.920464724,-0.169652937,-0.781626097,-0.376818312,1.091311087,0.778288746,0.770724616,2.368372292
117,D,0.034,-0.137451947,0.611278677,0.963022342,0.546526667,0.387604003,0.133228783,-0.033799535,0.424972186
118,L,0.034,-0.920464724,-0.950584551,-0.781626097,-0.582006063,0.880198962,0.778288746,0.770724616,-0.920458656
119,P,0.034,-0.920464724,-0.950584551,-0.781626097,-0.787193823,1.443164629,0.778288746,1.172986692,1.172433768
120,F,0.276,-0.920464724,-0.950584551,-0.200076617,-0.376818272,1.020940379,1.853388683,0.770724616,-0.098250916
121,O,0.276,-0.659460465,-0.169652937,-0.200076617,-0.376818262,0.880198962,0.563268758,0.931629447,0.948195296
122,A,0.621,-0.920464724,-0.950584551,-0.200076617,0.23874506,0.880198962,1.423348708,-0.436061611,1.247179929
123,A,0.793,-0.659460465,-0.169652937,0.381472862,0.23874507,0.10612117,0.778288746,-0.677418857,-0.322489387
124,J,0.138,0.906565089,-1.341050359,-1.363175576,-0.684599887,-1.090180873,2.175918664,1.736153599,1.022941457
125,A,0.966,-0.659460465,-0.169652937,-0.200076617,-0.684599877,0.809828254,0.02571879,0.529367371,-1.443681754
126,L,0.621,0.384556571,1.392210291,-1.363175576,-1.197569294,-0.316103081,2.175918664,0.609819786,-1.21944328
127,A,0.241,-0.920464724,-0.560118744,-0.200076617,-0.787193743,0.598716128,0.133228783,1.092534277,1.247179934
128,W,0.793,-0.920464724,-0.560118744,-0.781626097,-0.889787618,0.739457545,0.455758765,0.931629447,0.723956829
129,A,0.724,-0.920464724,-0.950584551,-0.781626097,-0.479412067,1.091311087,1.100818727,1.253439108,1.396672251
130,A,0.586,-0.137451947,-0.169652937,0.381472862,0.546526797,-0.527215206,-0.296811191,-0.677418857,1.097687621
131,D,0.759,-0.920464724,-0.560118744,-0.781626097,0.136151265,1.091311087,0.563268758,0.04665288,0.79870299
132,K,0.034,-0.659460465,-0.560118744,-0.200076617,-0.582005923,0.809828254,0.670778752,0.529367371,2.368372308
133,L,0.586,-0.920464724,-0.950584551,-0.781626097,-0.787193683,1.091311087,0.670778752,0.931629447,-0.920458641
134,V,0.138,-1.181468983,-0.560118744,-0.781626097,-0.787193673,1.302423212,1.423348708,1.092534277,-1.069950956
135,A,0.345,1.950582125,-0.169652937,0.381472862,0.649120732,-0.034620247,1.423348708,-0.838323687,-0.023504743
136,J,0.034,-0.659460465,-0.169652937,-0.200076617,-0.376818112,0.95056967,0.670778752,0.529367371,1.097687627
137,Q,0.276,-0.659460465,-0.560118744,-0.781626097,-1.30016307,0.669086837,0.240738777,0.851177032,1.172433786
138,D,0.172,-0.137451947,0.611278677,-0.200076617,-0.274224207,0.387604003,0.240738777,0.690272201,-2.116397162
139,Q,0.966,-0.920464724,-0.560118744,-0.781626097,-0.376818082,0.669086837,0.348248771,0.851177032,-0.172997055
140,V,0.655,-1.181468983,-0.950584551,-0.781626097,-0.992381384,0.669086837,0.563268758,1.172986692,0.798702999
141,L,0.621,-0.398456206,-0.169652937,-0.200076617,-0.376818062,0.809828254,0.88579874,0.690272201,0.350226052
142,D,0.034,-1.181468983,-0.169652937,-0.200076617,0.136151375,0.809828254,1.423348708,0.368462541,0.798703001
143,H,0.138,-0.659460465,0.611278677,-0.200076617,-0.069036386,0.246862586,0.348248771,0.448914956,0.948195318
144,A,0.276,-1.181468983,-0.560118744,-0.200076617,-0.479411917,0.880198962,0.455758765,0.529367371,0.499718371
145,J,0.034,-0.398456206,-0.950584551,-0.200076617,-1.197569104,0.457974712,0.563268758,0.851177032,0.94819532
146,P,0.034,-0.659460465,-0.560118744,-0.200076617,-0.479411897,1.020940379,0.993308733,1.092534277,-0.023504732
147,N,0.276,-1.181468983,-0.950584551,-0.781626097,-1.30016297,0.95056967,0.88579874,1.414343938,0.125987584
148,L,0.517,-1.181468983,-0.950584551,-0.781626097,-0.992381304,0.880198962,0.88579874,1.333891523,0.873449165
149,H,0.276,-0.920464724,-0.560118744,-0.781626097,-0.992381294,0.669086837,1.315838714,1.333891523,0.424972218
150,L,0.276,-0.659460465,0.22081287,-0.200076617,-0.171630201,0.809828254,0.778288746,0.529367371,1.247179957
151,F,0.103,-0.659460465,0.22081287,-0.200076617,-0.069036306,0.669086837,1.208328721,1.012081862,1.1724338
152,A,0.621,-0.659460465,-0.560118744,-0.200076617,-0.376817952,0.95056967,0.563268758,0.770724616,0.649210696
153,S,0.034,-0.398456206,-0.560118744,0.963022342,-0.171630171,0.387604003,0.455758765,0.690272201,-0.172997041
154,N,0.621,-0.920464724,-0.560118744,-0.781626097,-0.787193473,-0.104990955,1.530858702,1.253439108,1.396672276
155,Q,0.034,-1.181468983,-0.950584551,-0.781626097,-1.094975119,1.161681796,0.88579874,1.253439108,0.499718382
156,H,0.034,-0.659460465,-0.560118744,-0.781626097,-0.376817912,0.317233295,0.02571879,0.368462541,0.798703015
157,U,0.517,-0.659460465,-0.169652937,0.381472862,-1.094975099,-0.034620247,1.853388683,1.092534277,0.499718384
158,D,0.034,-0.659460465,-0.560118744,-0.781626097,-0.787193433,0.035750461,-0.081791204,1.333891523,1.097687649
159,A,0.276,-0.659460465,-0.560118744,-1.363175576,-1.607944506,-0.738327331,0.993308733,1.414343938,0.649210703
160,D,0.034,-0.920464724,-0.950584551,-0.781626097,-1.30016284,0.739457545,0.02571879,1.333891523,0.873449177
161,C,0.759,-0.920464724,-0.560118744,-0.781626097,-0.582005633,0.739457545,0.88579874,0.851177032,1.17243381
162,V,0.276,-0.920464724,-0.560118744,-0.781626097,-0.889787278,-0.245732372,-0.189301198,1.012081862,0.649210706
163,H,0.621,-0.398456206,-0.560118744,-0.781626097,-0.684599497,1.020940379,0.133228783,0.931629447,0.948195338
164,L,0.621,-0.920464724,-0.950584551,-0.781626097,-1.094975029,0.739457545,0.455758765,0.931629447,0.350226075
165,",",0.793,1.428573607,-0.169652937,0.381472862,-1.094975019,-2.638336457,0.993308733,0.127105295,1.022941498
166,U,0.034,-0.920464724,-0.950584551,-0.781626097,-1.197568894,-0.175361664,0.993308733,1.333891523,1.097687657
167,S,0.793,-0.920464724,-0.560118744,-0.781626097,-1.094974999,0.457974712,-0.296811191,1.092534277,0.574464552
168,H,0.621,-0.920464724,-0.560118744,-0.781626097,-1.402756645,0.10612117,0.778288746,0.770724616,-1.069950922
169,A,0.655,-0.920464724,-0.950584551,-0.200076617,-1.197568864,0.457974712,-0.511831179,1.172986692,-0.172997025
170,L,0.034,-0.398456206,-0.560118744,-0.781626097,-1.607944396,-0.034620247,0.670778752,1.333891523,0.723956871
171,U,0.034,-0.920464724,-0.950584551,-0.781626097,-0.992381074,0.598716128,0.133228783,1.172986692,-0.098250865
172,Q,0.276,-0.659460465,-0.169652937,-0.200076617,-0.274223867,0.809828254,0.02571879,0.770724616,0.723956873
173,Q,0.517,-0.920464724,-0.950584551,-1.363175576,-1.197568824,0.176491878,0.993308733,1.172986692,0.200733768
174,C,0.793,-0.659460465,-0.950584551,-0.781626097,-1.197568814,0.387604003,-0.189301198,1.333891523,0.873449191
175,W,0.724,-0.659460465,-0.560118744,-0.781626097,-0.582005493,0.246862586,0.240738777,0.448914956,0.873449192
176,A,0.034,-1.181468983,-0.950584551,-0.781626097,-1.710538221,0.52834542,1.208328721,1.575248768,0.275479929
177,W,0.724,-0.659460465,-0.950584551,-1.363175576,-1.197568784,-0.034620247,0.778288746,1.253439108,0.723956878
178,K,0.724,-0.920464724,-1.341050359,-1.363175576,-0.992381004,-1.371663706,0.993308733,0.931629447,-0.0235047
179,K,0.241,-1.181468983,-0.950584551,-0.781626097,-1.197568764,0.52834542,0.348248771,1.253439108,0.948195354
180,L,0.103,-0.137451947,0.611278677,-1.363175576,0.751715066,-1.090180873,-2.984561035,-2.045109915,0.574464565
181,J,0.138,-1.181468983,-0.950584551,-1.363175576,-1.197568744,1.091311087,1.100818727,1.494796353,0.05124146
182,H,0.138,-1.181468983,-0.950584551,-1.363175576,-1.30016262,0.598716128,0.563268758,1.333891523,0.649210726
183,O,0.138,-1.181468983,-0.950584551,-0.781626097,-1.505350381,0.598716128,1.315838714,1.655701183,2.368372359
184,V,0.552,-0.920464724,-1.341050359,-0.200076617,-0.479411517,1.020940379,1.208328721,0.609819786,1.321926149
185,Q,0.759,-0.659460465,-0.950584551,-0.781626097,-1.30016259,0.52834542,0.88579874,1.494796353,1.172433834
186,R,0.034,-1.181468983,-0.950584551,-0.781626097,-1.607944236,0.598716128,0.02571879,1.494796353,0.64921073
187,S,0.241,0.123552312,-0.169652937,0.963022342,0.23874571,-0.104990955,0.563268758,0.20755771,2.368372363
188,H,0.034,-0.920464724,-0.950584551,-1.363175576,-0.889787018,0.739457545,0.778288746,-0.114251951,1.247179995
189,Z,0.517,0.123552312,1.001744484,-0.200076617,0.03355796,-0.527215206,-1.049381148,0.529367371,0.948195364
190,U,0.897,-0.659460465,-0.950584551,-0.781626097,-1.197568654,0.387604003,0.778288746,1.172986692,-0.098250846
191,A,0.034,-0.920464724,-0.950584551,-0.781626097,-1.402756415,0.739457545,0.563268758,1.172986692,-0.995204741
192,A,0.276,-0.920464724,-0.950584551,0.381472862,-0.274223667,0.669086837,-0.404321185,0.529367371,0.424972261
193,D,0.621,-1.181468983,-1.341050359,-1.363175576,-1.915725822,-3.060560708,2.175918664,1.253439108,0.49971842
194,D,0.724,-0.920464724,-0.950584551,-0.781626097,-0.684599187,0.95056967,0.88579874,1.333891523,1.022941527
195,A,0.034,-0.659460465,-0.560118744,-0.200076617,-1.094974719,-0.245732372,-0.081791204,1.253439108,0.873449212
196,Q,0.034,-1.181468983,-0.950584551,-1.363175576,-1.505350251,0.52834542,0.02571879,1.333891523,0.873449213
197,A,0.414,-0.137451947,0.611278677,-0.200076617,0.136151925,-0.175361664,-0.941871154,0.288010125,0.798703056
198,L,0.69,-0.920464724,-0.950584551,-1.363175576,-0.992380804,0.880198962,0.563268758,1.494796353,0.275479951
199,D,0.414,-1.181468983,-0.950584551,-0.781626097,-1.505350221,0.669086837,0.563268758,1.333891523,0.7239569
200,L,0.793,-0.137451947,0.611278677,-0.200076617,0.23874584,-0.316103081,-0.726851166,0.529367371,0.424972269
201,C,0.621,-0.398456206,-0.169652937,-0.781626097,-0.787193003,-0.245732372,-0.619341173,1.012081862,0.723956902
202,A,0.517,-0.659460465,-0.560118744,-0.200076617,-0.787192993,0.809828254,-0.296811191,0.931629447,0.873449219
203,A,0.759,-0.659460465,-0.169652937,-0.781626097,-0.992380754,-0.386473789,-0.941871154,0.851177032,0.49971843
204,K,0.034,-0.398456206,-0.560118744,-0.781626097,-1.197568514,-0.175361664,-0.511831179,1.172986692,0.798703063
205,K,0.414,-0.398456206,-0.560118744,-0.200076617,-0.992380734,-0.104990955,-0.404321185,1.012081862,1.097687696
206,O,0.966,-0.398456206,-0.560118744,-0.200076617,-0.889786838,-0.738327331,-0.726851166,1.092534277,0.424972275
207,X,0.759,-0.137451947,0.611278677,-0.200076617,0.03355814,0.035750461,-0.081791204,0.690272201,0.649210751
208,N,0.241,-0.398456206,0.22081287,-0.200076617,0.341339806,-0.175361664,0.455758765,1.172986692,0.649210752
209,B,0.034,-0.398456206,0.22081287,-0.200076617,-0.582005153,0.035750461,-0.296811191,0.770724616,0.574464594
210,",",0.241,-0.398456206,-0.560118744,-0.781626097,-1.094974569,-0.597585914,-0.83436116,0.851177032,0.499718437
211,P,0.759,-0.398456206,0.611278677,0.963022342,0.23874595,0.52834542,0.348248771,0.609819786,0.649210755
212,V,0.034,-0.659460465,-0.169652937,-0.781626097,-0.992380664,-0.104990955,-0.404321185,1.172986692,0.424972281
213,S,0.759,-1.181468983,-0.950584551,-0.781626097,-1.607943966,0.95056967,0.670778752,1.414343938,0.574464598
214,V,0.276,0.123552312,0.611278677,0.381472862,0.23874598,-0.245732372,-0.296811191,0.20755771,0.649210758
215,W,0.034,0.123552312,1.001744484,-0.200076617,0.23874599,-0.808698039,-1.156891141,0.04665288,0.873449232
216,D,0.517,0.384556571,1.001744484,0.381472862,0.443933771,-1.019810164,-0.511831179,0.127105295,1.172433865
217,Q,0.759,-0.659460465,-0.950584551,-0.781626097,-1.402756155,0.246862586,-0.83436116,1.253439108,0.125987654
218,A,0.621,-0.398456206,-0.560118744,-0.781626097,-0.889786718,-0.175361664,-0.83436116,0.851177032,0.350226129
219,S,0.552,-0.398456206,0.611278677,-0.200076617,-0.171629511,-0.316103081,-0.83436116,0.690272201,0.200733814
220,N,0.034,0.123552312,0.611278677,-0.200076617,0.23874604,-0.316103081,-0.83436116,0.448914956,0.424972289
221,I,0.034,0.906565089,1.392210291,0.963022342,1.059497133,-0.738327331,-1.156891141,-0.436061611,0.574464606
222,H,0.345,-0.137451947,-0.169652937,-0.200076617,-0.479411137,-0.527215206,-0.189301198,0.931629447,0.723956923
223,I,0.586,-0.137451947,0.22081287,-0.200076617,0.0335583,0.246862586,-0.404321185,0.448914956,0.424972292
224,X,0.586,-0.398456206,-0.560118744,-0.781626097,-0.889786658,0.035750461,-0.619341173,1.172986692,-0.17299697
225,J,0.552,-0.659460465,-0.950584551,-0.781626097,-1.094974419,0.10612117,-0.081791204,0.851177032,-0.172996969
226,D,0.759,-0.398456206,-1.341050359,-1.363175576,-0.889786638,-1.090180873,0.455758765,0.690272201,0.499718453
227,K,0.586,-0.659460465,-0.560118744,-0.781626097,-1.197568284,0.10612117,-0.404321185,0.931629447,0.649210771
228,H,0.276,-1.181468983,-0.950584551,-1.363175576,-1.402756045,0.739457545,0.348248771,1.253439108,0.275479981
229,D,0.828,1.428573607,1.392210291,0.963022342,0.649121672,-1.371663706,-0.726851166,-0.516514026,0.499718456
230,L,0.759,-0.659460465,-0.560118744,-0.781626097,-1.30016214,0.598716128,0.02571879,1.333891523,0.350226141
231,R,0.034,-0.398456206,-0.560118744,-0.781626097,-0.889786588,-0.456844497,-0.619341173,0.851177032,1.17243388
